Id,Label,timeset,Degree,modularity_class,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,clustering,triangles,eigencentrality
10488,STARSHINE II/BRANDY,,220,0,536,4,0.398162,0.422574,534951.413251,0.001182,0,0.075259,1813,0.123833
10489,",""ROM, SPACEKNIGHT",,13,0,48,5,0.381347,0.408693,3476.116816,0.000058,0,0,0,0.029389
10490,MAN-THING/THEODORE T,,185,5,302,4,0.465902,0.481831,85279.566544,0.000445,0,0.276675,4709,0.213019
10491,"WU, LEIKO",,42,13,246,4,0.400422,0.420019,9950.782992,0.000126,0,0.41115,354,0.04415
10492,DOCTOR DREDD,,14,0,26,5,0.344829,0.356706,242.571701,0.000051,0,0.593407,54,0.00922
10493,"ROM, SPACEKNIGHT",,239,0,478,4,0.466798,0.484242,255702.848207,0.000584,0,0.320312,9110,0.27122
10494,"RESTON, CLIVE",,32,13,241,4,0.372715,0.389245,6338.090071,0.000108,0,0.342742,170,0.023045
10495,"JACKSON, STEVE",,66,0,177,4,0.409212,0.429136,13320.405569,0.000182,0,0.346853,744,0.063772
10496,",""DOCTOR DREDD",,1,0,2,5,0.284783,0.292831,0,0.000019,0,0,0,0.000571
10497,",""TARR, BLACK JACK",,2,2,7,5,0.288322,0.297327,57.221293,0.000023,0,0,0,0.000866
10498,",""SHANG-CHI",,10,2,26,5,0.378266,0.405372,2680.728305,0.000049,0,0,0,0.024615
10499,MYSTIQUE/RAVEN DARKH,,392,8,1033,4,0.469548,0.491131,111706.432152,0.000809,0,0.191959,14711,0.330993
10500,BLOB/FRED J. DUKES,,420,8,974,4,0.483466,0.502227,111573.022254,0.000854,0,0.193806,17053,0.382925
10501,TORPEDO III/BROCK JO,,219,0,372,4,0.467865,0.484425,41226.818536,0.000466,0,0.422437,10084,0.278653
10502,PYRO/ALLERDYCE JOHNN,,295,8,673,4,0.465881,0.485272,46732.79526,0.000592,0,0.256474,11122,0.298836
10503,AVALANCHE/DOMINIC PE,,274,8,579,4,0.462886,0.482294,40268.899711,0.000551,0,0.265608,9934,0.276242
10504,ROGUE /,,822,8,3620,4,0.496906,0.524228,282739.868177,0.001669,0,0.120481,40654,0.619244
10505,DESTINY II/IRENE ADL,,225,8,489,4,0.456869,0.476123,39551.594101,0.000468,0,0.298413,7520,0.240031
10506,HYBRID/JAMES JIMMY M,,27,0,43,5,0.3523,0.363244,159.613907,0.00007,0,0.621083,218,0.030265
10507,"CLARK, SARAH",,49,0,115,5,0.353039,0.365399,1459.084457,0.000136,0,0.366497,431,0.024316
10508,"KILLBURN, MACK",,17,0,34,5,0.340343,0.349513,82.588707,0.000055,0,0.727941,99,0.010651
10509,"JONES, TAMMY ANNE",,50,0,97,5,0.400008,0.419349,3302.745016,0.000127,0,0.492245,603,0.05166
10510,"JONES, LORRAINE LORR",,52,0,102,4,0.409935,0.429351,4837.973253,0.000134,0,0.489442,649,0.057486
10511,"JONES, NELL",,44,0,82,5,0.395102,0.41412,3010.393337,0.000115,0,0.522199,494,0.044366
10512,"JONES, DANIEL DANNY",,52,0,103,4,0.409935,0.429351,4837.973253,0.000134,0,0.489442,649,0.057486
10513,"CLARK, JOHN",,49,0,117,5,0.353039,0.365399,1459.084457,0.000136,0,0.366497,431,0.024316
10514,",""TORPEDO III/BROCK JO",,18,2,34,5,0.394014,0.419903,4349.597659,0.000069,0,0,0,0.039201
10515,",""KILLBURN, MACK",,1,0,4,5,0.284783,0.292831,0,0.000019,0,0,0,0.000571
10516,",""JONES, LORRAINE LORR",,2,0,5,5,0.285773,0.294137,6.313453,0.000022,0,0,0,0.000741
10517,",""JONES, DANIEL DANNY",,2,0,4,5,0.285773,0.294137,6.313453,0.000022,0,0,0,0.000741
10518,",""JONES, TAMMY ANNE",,4,0,7,5,0.329316,0.351019,271.205464,0.000029,0,0,0,0.006591
10519,",""JONES, NELL",,3,0,5,5,0.329233,0.350867,239.479131,0.000026,0,0,0,0.00642
10520,",""JACKSON, STEVE",,7,0,25,5,0.354513,0.380809,1327.552665,0.00004,0,0,0,0.015143
10521,SUB-MARINER/NAMOR MA,,972,13,3628,4,0.511741,0.538805,620936.792038,0.002072,0,0.096918,45736,0.681703
10522,VASHTI,,206,13,455,4,0.452394,0.472315,34687.508979,0.00045,0,0.258631,5461,0.20488
10523,SEAWEED MAN,,5,13,6,5,0.339734,0.346769,1.629546,0.000024,0,0.8,8,0.005662
10524,",""CLARK, JOHN",,6,0,15,5,0.342363,0.367182,956.896522,0.000037,0,0,0,0.012122
10525,NOVA/RICHARD RIDER,,671,3,2074,4,0.49802,0.520237,265356.437325,0.001346,0,0.140387,31557,0.532597
10526,FIRESTAR/ANGELICA JO,,607,3,1830,4,0.488694,0.511847,236409.271145,0.001241,0,0.145671,26792,0.495842
10527,THUNDERBALL/DR. ELIO,,207,4,615,4,0.458293,0.477129,21045.731197,0.000423,0,0.324422,6917,0.246985
10528,NAMORITA/NITA PRENTI,,588,3,1741,4,0.491733,0.513347,213042.330327,0.001202,0,0.154498,26663,0.490116
10529,SPEEDBALL/ROBBIE BAL,,499,3,1294,4,0.48945,0.508925,195616.678145,0.001045,0,0.183009,22739,0.444302
10530,HULK/DR. ROBERT BRUC,,1048,5,4539,4,0.517115,0.54456,955554.078557,0.002479,0,0.091005,49928,0.725662
10531,NIGHT THRASHER/DUANE,,379,3,922,4,0.474845,0.494659,120282.707897,0.000788,0,0.173961,12461,0.314105
10532,SPIDER-MAN/PETER PAR,,1730,10,8143,4,0.536379,0.577913,2701712.070538,0.004277,0,0.046306,69254,0.878907
10533,JUSTICE II/VANCE AST,,483,3,1340,4,0.481415,0.502842,153654.769129,0.000996,0,0.157814,18370,0.403328
10534,TIGRA/GREER NELSON,,510,2,1562,4,0.487576,0.507911,98316.095016,0.001027,0,0.208575,27072,0.502542
10535,WASP/JANET VAN DYNE,,1517,2,7612,4,0.451319,0.512685,1371669.668417,0.005021,0,0.027653,31798,0.693328
10536,GALACTUS/GALAN,,394,7,1325,4,0.485151,0.502658,107794.895583,0.000811,0,0.253032,19590,0.411114
10537,MOCKINGBIRD/DR. BARB,,508,2,1427,4,0.479623,0.502195,92532.557088,0.001026,0,0.194001,24983,0.483851
10538,SILVER SURFER/NORRIN,,663,7,2097,4,0.500455,0.521634,770566.000846,0.001547,0,0.141543,31062,0.542828
10539,HAWK,,1165,2,5174,4,0.515404,0.547227,949095.142704,0.002535,0,0.080017,54254,0.756236
10540,LORD CHAOS,,131,7,231,4,0.455951,0.472403,9211.26173,0.000272,0,0.524721,4468,0.19157
10541,SCARLET WITCH/WANDA,,1883,2,8964,4,0.465486,0.53558,2239639.919805,0.006649,0,0.021762,38561,0.783328
10542,QUICKSILVER/PIETRO M,,868,2,3394,4,0.500912,0.528387,301912.066668,0.001752,0,0.119438,44942,0.676921
10543,",""WASP/JANET VAN DYNE",,40,2,814,5,0.425179,0.446944,15278.695099,0.000135,0,0,0,0.062989
10544,",""GALACTUS/GALAN",,29,6,176,5,0.425474,0.446321,12275.885446,0.000104,0,0,0,0.0591
10545,",""MOCKINGBIRD/DR. BARB",,33,2,229,5,0.42229,0.443823,13649.035523,0.000118,0,0,0,0.062423
10546,",""SILVER SURFER/NORRIN",,32,2,248,5,0.427285,0.447782,44163.35237,0.000124,0,0,0,0.060256
10547,",""HAWK",,44,2,858,5,0.419069,0.442193,17898.424807,0.000151,0,0,0,0.064033
10548,",""LORD CHAOS",,13,2,26,5,0.381473,0.408622,2496.797656,0.000056,0,0,0,0.028469
10549,",""SCARLET WITCH/WANDA",,47,2,947,4,0.426656,0.44764,20703.081742,0.000159,0,0.002775,3,0.065403
10550,UATU,,518,7,1190,4,0.490785,0.510402,141773.584379,0.001035,0,0.202677,27139,0.507086
10551,CAPTAIN AMERICA,,1896,1,9677,4,0.540825,0.585768,2080791.898146,0.004252,0,0.046324,83219,1
10552,THUNDERSTRIKE/ERIC K,,529,4,1710,4,0.490071,0.510338,150519.654377,0.00105,0,0.181883,25401,0.47524
10553,WONDER MAN/SIMON WIL,,1022,2,4015,4,0.506305,0.536865,432603.392954,0.002107,0,0.09971,52022,0.738158
10554,DEATHLOK III/MICHAEL,,182,9,296,4,0.449105,0.468444,97414.302198,0.000437,0,0.277882,4577,0.188384
10555,OBLIVION,,72,2,86,4,0.400391,0.420004,1578.755974,0.000148,0,0.652582,1668,0.101662
10556,WOLVERINE/LOGAN,,1984,6,9622,4,0.470098,0.542253,3621196.407409,0.007836,0,0.019901,39148,0.769457
10557,SHE-HULK/JENNIFER WA,,1064,2,3782,4,0.513882,0.543044,580266.698113,0.002206,0,0.098255,55565,0.773504
10558,VISION,,1765,2,8749,4,0.462066,0.529122,1846071.688539,0.005928,0,0.024287,37809,0.769033
10559,PSYLOCKE/ELISABETH B,,688,8,2622,4,0.491687,0.516445,197083.312764,0.001392,0,0.141642,33474,0.541855
10560,MARVEL GIRL/JEAN GRE,,998,8,4294,4,0.509518,0.538246,582147.870415,0.002133,0,0.089499,44526,0.662761
10561,STORM/ORORO MUNROE S,,1062,8,5261,4,0.514312,0.543243,520343.839255,0.002185,0,0.095362,53726,0.74226
10562,ETERNITY/ADAM QADMON,,309,8,639,4,0.475018,0.492552,31466.584944,0.000608,0,0.330013,15704,0.36014
10563,KISMET/J'RIDIA STARD,,185,2,335,4,0.453259,0.47186,28256.823095,0.000391,0,0.345123,5874,0.218536
10564,IN-BETWEENER,,89,7,125,4,0.426012,0.445501,7397.30727,0.000197,0,0.501788,1965,0.123644
10565,MR. FANTASTIC/REED R,,1368,7,5865,4,0.525921,0.560175,946575.473567,0.002973,0,0.067952,63537,0.848697
10566,ANGEL/WARREN KENNETH,,1064,8,4209,4,0.510215,0.540705,509646.048729,0.002194,0,0.095476,53993,0.748528
10567,DEATH,,274,7,505,4,0.483847,0.497781,35829.285378,0.000549,0,0.3813,14261,0.360985
10568,MASTER ORDER,,118,7,214,4,0.455136,0.471333,7851.012601,0.000248,0,0.559757,3864,0.180681
10569,JUBILEE/JUBILATION L,,444,8,1579,4,0.468852,0.492233,300258.478676,0.000954,0,0.153285,15075,0.33036
10570,THING/BENJAMIN J. GR,,1404,7,6396,4,0.526425,0.561628,972251.929851,0.003045,0,0.065555,64566,0.858517
10571,INVISIBLE WOMAN/SUE,,1750,7,8808,4,0.462066,0.528651,3107471.522711,0.007237,0,0.023389,35794,0.736156
10572,INFINITY II,,116,7,146,4,0.442518,0.46086,5033.019613,0.000235,0,0.558471,3725,0.169228
10573,PUNISHER II/FRANK CA,,477,3,1054,4,0.484588,0.504806,694607.550693,0.001279,0,0.107138,12163,0.323546
10574,ANDROMEDA/ANDROMEDA,,155,13,275,5,0.390374,0.411843,55011.059993,0.0005,0,0.117386,1401,0.125034
10575,BEAST/HENRY &HANK& P,,1259,8,5576,4,0.520389,0.553318,840262.859782,0.002684,0,0.076034,60212,0.811255
10576,GHOST RIDER III/DAN,,391,5,772,4,0.404142,0.43379,639000.149724,0.002018,0,0.030664,2338,0.158913
10577,CYCLOPS/SCOTT SUMMER,,1070,8,5414,4,0.51482,0.543818,476602.362264,0.002201,0,0.097039,55498,0.759971
10578,",""CAPTAIN AMERICA",,63,2,1647,4,0.44147,0.459223,49008.747577,0.000219,0,0.002048,4,0.074183
10579,",""THUNDERSTRIKE/ERIC K",,28,2,160,5,0.424212,0.445308,11801.412861,0.000101,0,0,0,0.056058
10580,",""NOVA/RICHARD RIDER",,36,2,183,4,0.433154,0.452159,22132.937804,0.000128,0,0,0,0.061407
10581,",""WONDER MAN/SIMON WIL",,46,2,804,4,0.438356,0.456366,25165.571104,0.000156,0,0,0,0.070393
10582,",""DEATHLOK III/MICHAEL",,14,6,22,5,0.403986,0.42858,7524.932415,0.000064,0,0,0,0.031769
10583,",""OBLIVION",,8,2,9,5,0.367402,0.394548,1052.486939,0.00004,0,0,0,0.019228
10584,",""WOLVERINE/LOGAN",,51,6,731,5,0.434036,0.453485,34414.285374,0.000177,0,0.00549,7,0.067662
10585,",""SHE-HULK/JENNIFER WA",,46,2,629,5,0.433928,0.453283,21178.810573,0.000154,0,0.003865,4,0.070232
10586,",""VISION",,47,2,947,4,0.437181,0.455416,22962.58744,0.000157,0,0.002775,3,0.067736
10587,",""PSYLOCKE/ELISABETH B",,31,6,346,4,0.416544,0.439338,16918.808049,0.000116,0,0,0,0.05615
10588,",""MARVEL GIRL/JEAN GRE",,39,6,623,4,0.432131,0.451592,21605.471424,0.000139,0,0,0,0.063724
10589,",""STORM/ORORO MUNROE S",,42,6,931,4,0.433946,0.453117,18306.520524,0.000142,0,0,0,0.068431
10590,",""ETERNITY/ADAM QADMON",,25,2,94,5,0.408028,0.432224,7434.010825,0.00009,0,0,0,0.052535
10591,",""KISMET/J'RIDIA STARD",,23,2,46,5,0.39961,0.425076,8204.189637,0.000086,0,0,0,0.044429
10592,",""NIGHT THRASHER/DUANE",,16,2,37,5,0.377418,0.404951,4274.918378,0.000067,0,0,0,0.029345
10593,",""IN-BETWEENER",,7,7,10,5,0.355213,0.381601,768.088098,0.000038,0,0,0,0.014986
10594,",""MR. FANTASTIC/REED R",,50,7,891,4,0.437437,0.455903,29884.82041,0.000172,0,0,0,0.070958
10595,",""ANGEL/WARREN KENNETH",,46,6,685,4,0.433964,0.453188,20977.784034,0.000153,0,0.003865,4,0.069143
10596,",""DEATH",,19,2,53,5,0.3988,0.424635,5082.115298,0.000074,0,0,0,0.043427
10597,",""MASTER ORDER",,11,2,24,5,0.379655,0.406809,1977.312054,0.00005,0,0,0,0.026633
10598,",""IRON MAN/TONY STARK",,48,2,1011,5,0.432525,0.452151,23788.208952,0.000164,0,0,0,0.065795
10599,",""BLACK PANTHER/T'CHAL",,33,2,409,5,0.426169,0.447022,13071.782997,0.000115,0,0,0,0.060258
10600,",""JUBILEE/JUBILATION L",,23,6,180,4,0.402351,0.424929,9483.075985,0.000089,0,0.055336,14,0.042332
10601,",""THING/BENJAMIN J. GR",,55,7,910,4,0.438061,0.456629,30994.787527,0.000184,0,0.002694,4,0.072754
10602,",""INVISIBLE WOMAN/SUE",,46,2,518,4,0.429783,0.450107,23169.442065,0.000156,0,0,0,0.067021
10603,",""INFINITY II",,11,2,17,5,0.374319,0.401613,1736.2528,0.000049,0,0,0,0.023636
10604,",""PUNISHER II/FRANK CA",,22,2,48,5,0.405319,0.430329,10075.676909,0.000089,0,0,0,0.039501
10605,",""HULK/DR. ROBERT BRUC",,51,2,625,4,0.437657,0.456174,25735.513727,0.000171,0,0.003137,4,0.072171
10606,",""ANDROMEDA/ANDROMEDA",,10,2,21,5,0.37213,0.399579,1498.78531,0.000047,0,0,0,0.027163
10607,",""BEAST/HENRY &HANK& P",,47,6,970,4,0.436943,0.455376,24778.510762,0.000164,0,0.0037,4,0.069613
10608,LIVING LASER/ARTHUR,,86,2,148,5,0.375396,0.393339,3897.819948,0.000247,0,0.135705,496,0.068153
10609,",""IRON MAN IV/JAMES R.",,24,2,228,5,0.403611,0.428922,7053.139484,0.000089,0,0,0,0.048392
10610,",""CABE, BETHANY",,9,2,41,5,0.354249,0.380643,691.333294,0.000042,0,0,0,0.02058
10611,"CABE, BETHANY",,104,2,247,4,0.410516,0.431794,8589.851128,0.000247,0,0.313854,1681,0.099187
10612,SPYMASTER/JAKE JORDA,,42,2,60,5,0.38499,0.403647,608.77587,0.000105,0,0.412311,355,0.03585
10613,"HOGAN, VIRGINIA PEPP",,255,2,582,4,0.44554,0.467941,73060.723469,0.000609,0,0.183387,5939,0.208163
10614,"HOGAN, HAROLD J. HAP",,214,2,529,4,0.442124,0.463742,60854.948608,0.000523,0,0.21548,4911,0.197047
10615,",""HOGAN, VIRGINIA PEPP",,16,2,98,5,0.378129,0.40555,2511.939221,0.000065,0,0,0,0.031591
10616,BATROC/GEORGES BATRO,,168,1,281,4,0.425508,0.447513,35008.903908,0.000377,0,0.238167,3341,0.143482
10617,"CARTER, SHARON",,254,1,644,4,0.452591,0.474024,71735.332008,0.000586,0,0.195512,6282,0.224294
10618,",""STEELE, SIMON/WOLFGA",,1,2,1,5,0.322271,0.342324,0,0.000018,0,0,0,0.003755
10619,KARNILLA [ASGARDIAN],,183,4,642,4,0.43645,0.457699,11761.071571,0.000355,0,0.332132,5531,0.191865
10620,HEIMDALL [ASGARDIAN],,254,4,981,4,0.445217,0.468021,31248.220927,0.000501,0,0.246117,7908,0.21908
10621,ENCHANTRESS/AMORA/HE,,316,4,1098,4,0.470162,0.489207,66798.121693,0.000654,0,0.259072,12894,0.328083
10622,LOKI [ASGARDIAN],,420,4,1549,4,0.480175,0.499888,94577.61124,0.000834,0,0.205455,18078,0.399575
10623,NIGHTMARE/EDVARD HAB,,139,5,238,4,0.438043,0.457922,56338.133765,0.000353,0,0.242206,2323,0.140156
10624,ZANIAC/BRAD WOLFE,,10,4,11,5,0.344817,0.352901,0,0.000033,0,1,45,0.011805
10625,THOR/DR. DONALD BLAK,,1281,4,6724,4,0.522734,0.555465,906042.614539,0.002699,0,0.073995,60664,0.808994
10626,SONIC,,26,3,36,5,0.391428,0.409809,150.503044,0.000066,0,0.707692,230,0.039767
10627,CHAIN,,25,3,36,5,0.37401,0.390004,81.144441,0.000063,0,0.696667,209,0.036027
10628,SPIDER-WOMAN II/JULI,,410,2,1197,4,0.476015,0.496456,114460.500726,0.000873,0,0.204151,17117,0.385251
10629,"CARPENTER, RACHEL",,93,2,194,4,0.418699,0.439322,4592.23909,0.000212,0,0.363955,1557,0.101453
10630,GRASP,,26,3,32,5,0.391428,0.409809,150.503044,0.000066,0,0.707692,230,0.039767
10631,"CLEMSON, MIKE",,36,2,64,4,0.388168,0.40668,271.625502,0.000086,0,0.638095,402,0.043972
10632,"COOPER, DR. VALERIE",,533,8,1216,4,0.477561,0.501621,147833.731622,0.00107,0,0.165124,23411,0.447728
10633,"CARPENTER, LARRY",,48,2,73,4,0.38982,0.408867,481.631241,0.00011,0,0.539007,608,0.049837
10634,",""CHAIN",,1,2,1,5,0.322271,0.342324,0,0.000018,0,0,0,0.003755
10635,",""SPIDER-WOMAN II/JULI",,22,2,162,5,0.417928,0.440175,8435.939798,0.000083,0,0,0,0.051467
10636,",""CARPENTER, RACHEL",,9,2,27,5,0.362868,0.389927,1095.075115,0.000044,0,0,0,0.022929
10637,RED GUARDIAN III/DR.,,158,5,305,4,0.448391,0.467158,12808.017763,0.000332,0,0.394179,4889,0.194325
10638,DR. STRANGE/STEPHEN,,1489,5,5288,4,0.452473,0.512717,2665746.242094,0.006225,0,0.024836,27514,0.627798
10639,DOLLAR BILL,,57,5,118,4,0.427828,0.446267,3138.365628,0.000134,0,0.637845,1018,0.088831
10640,HELLCAT/PATSY WALKER,,362,5,1077,4,0.48086,0.498523,101748.750153,0.000769,0,0.282028,18428,0.397418
10641,NIGHTHAWK II/KYLE RI,,248,5,800,4,0.466318,0.484234,37271.963835,0.000531,0,0.295155,9040,0.275103
10642,DEVIL-SLAYER/ERIC SI,,154,5,267,4,0.455315,0.472659,22724.720092,0.00033,0,0.622528,7334,0.23615
10643,"NORRISS, SISTER BARB",,380,5,1367,4,0.481459,0.499513,81497.967289,0.000781,0,0.256756,18489,0.400322
10644,"BANNER, BETTY ROSS T",,340,5,1189,4,0.478151,0.495761,149137.388169,0.000798,0,0.21081,12149,0.32968
10645,"ROSS, GEN. THADDEUS",,432,5,1454,5,0.411292,0.442617,466451.022226,0.00175,0,0.053719,5001,0.243638
10646,COBALT MAN,,27,5,38,4,0.378732,0.395783,326.85521,0.000072,0,0.581197,204,0.037242
10647,MASTERMIND/JASON WYN,,138,8,331,4,0.433477,0.453779,8813.220733,0.000287,0,0.363165,3433,0.165166
10648,"ROBERTS, TED",,29,8,45,4,0.395102,0.413976,640.38312,0.000078,0,0.600985,244,0.042378
10649,"ARMBRUSTER, COLONEL",,33,5,65,5,0.344362,0.352534,835.665842,0.00013,0,0.054924,29,0.012011
10650,",""ROSS, GEN. THADDEUS",,24,2,74,5,0.4083,0.432548,7437.373647,0.000088,0,0,0,0.049588
10651,",""COBALT MAN",,5,5,5,5,0.335013,0.358219,236.38795,0.000031,0,0,0,0.009733
10652,",""MASTERMIND/JASON WYN",,13,6,68,5,0.385886,0.412463,3247.057951,0.000056,0,0,0,0.031865
10653,",""ROBERTS, TED",,4,6,10,5,0.322729,0.342724,89.780845,0.000027,0,0,0,0.006905
10654,GORGON [INHUMAN],,438,7,1340,4,0.481637,0.501485,94931.260533,0.00088,0,0.217548,20820,0.425043
10655,LOCKJAW [INHUMAN],,388,7,1028,4,0.473102,0.49359,78143.395118,0.00079,0,0.233357,17520,0.388751
10656,CRYSTAL [INHUMAN],,697,7,2463,4,0.494388,0.518536,201223.457952,0.00141,0,0.142458,34554,0.576902
10657,BLACK BOLT/BLACKANTO,,444,7,1325,4,0.487053,0.505524,113289.110259,0.000897,0,0.211824,20832,0.426309
10658,TRITON,,419,7,1174,4,0.484813,0.503145,100976.539571,0.000845,0,0.226057,19796,0.412551
10659,KARNAK [INHUMAN],,438,7,1274,4,0.474414,0.49624,88919.807539,0.000879,0,0.207527,19861,0.411615
10660,",""WARLOCK II/ADAM WARL",,24,2,87,5,0.420419,0.442202,9009.154845,0.000087,0,0.018116,5,0.052175
10661,",""ANALYZER",,5,2,5,5,0.339072,0.363199,321.777617,0.000031,0,0,0,0.009494
10662,",""MAN-BEAST",,4,2,6,5,0.338555,0.362506,153.914173,0.000027,0,0,0,0.010686
10663,",""BANNER, BETTY ROSS T",,24,5,141,5,0.416411,0.43915,8244.402724,0.000089,0,0,0,0.050392
10664,WARLOCK II/ADAM WARL,,294,8,892,4,0.472033,0.489838,41767.418957,0.0006,0,0.347078,14949,0.338515
10665,ANALYZER,,123,4,241,4,0.401469,0.423468,3793.389735,0.000238,0,0.343862,2580,0.121381
10666,MAN-BEAST,,97,13,259,4,0.415582,0.43648,6343.555245,0.000205,0,0.412801,1922,0.108511
10667,ABOMINATION/EMIL BLO,,180,5,278,4,0.458877,0.476019,145722.536259,0.000413,0,0.316077,5092,0.211676
10668,RHINO,,308,10,482,4,0.474328,0.492017,77517.313402,0.00066,0,0.225031,10639,0.303931
10669,"WILSON, JIM",,71,5,149,4,0.417326,0.437414,4851.899444,0.000171,0,0.344869,857,0.080058
10670,",""RHINO",,14,2,29,5,0.385544,0.412557,3314.855385,0.00006,0,0,0,0.029562
10671,",""ARMBRUSTER, COLONEL",,3,5,8,5,0.33311,0.355839,164.707121,0.000025,0,0,0,0.007041
10672,",""JUGGERNAUT/CAIN MARK",,18,6,57,5,0.397676,0.423243,5310.216672,0.000072,0,0,0,0.035392
10673,",""PROFESSOR X/CHARLES",,45,6,632,4,0.433657,0.452909,20687.203872,0.000151,0,0.007071,7,0.066687
10674,",""WILSON, JIM",,4,5,14,5,0.317218,0.335498,89.641061,0.000027,0,0,0,0.005276
10675,",""CYCLOPS/SCOTT SUMMER",,46,6,870,4,0.434705,0.453771,24954.166801,0.000157,0,0.003865,4,0.068993
10676,",""CORBEAU, DR. PETER",,18,6,43,5,0.396167,0.421749,4869.148761,0.000071,0,0,0,0.042063
10677,"CORBEAU, DR. PETER",,198,8,325,4,0.450423,0.469968,17629.993051,0.000406,0,0.32354,6310,0.227445
10678,JUGGERNAUT/CAIN MARK,,275,8,543,4,0.467991,0.486277,60185.566539,0.000571,0,0.257545,9703,0.285568
10679,PROFESSOR X/CHARLES,,1471,6,7208,4,0.451124,0.510992,1729465.954367,0.005199,0,0.029625,32030,0.668113
10680,"BRICKFORD, CLAY",,29,0,30,5,0.357904,0.370583,550.232977,0.000077,0,0.482759,196,0.026035
10681,MISSING LINK,,22,0,26,5,0.358187,0.37095,258.552845,0.000066,0,0.606061,140,0.020283
10682,",""BRICKFORD, CLAY",,2,5,2,5,0.317865,0.336474,15.657079,0.000021,0,0,0,0.003617
10683,"STACY, PAUL",,67,10,142,4,0.362705,0.377998,702.204976,0.000174,0,0.434645,961,0.032097
10684,VENOM/EDDIE BROCK,,157,10,345,4,0.429553,0.45144,29424.691341,0.000381,0,0.234036,2866,0.119474
10685,"PARKER, MAY",,479,10,2012,4,0.468895,0.493486,212247.789834,0.001167,0,0.115355,13206,0.301323
10686,"STACY, ARTHUR",,95,10,234,4,0.393672,0.414032,4876.430282,0.000231,0,0.375364,1676,0.063357
10687,"STACY, JILL",,152,10,376,4,0.420995,0.443082,24009.428971,0.000388,0,0.210352,2414,0.102701
10688,BLADE,,57,5,128,4,0.371892,0.388942,9396.155641,0.000188,0,0.237469,379,0.027845
10689,"ROBERTSON, JOE",,638,10,2254,4,0.490831,0.514337,360691.266627,0.001475,0,0.103099,20950,0.412377
10690,"FORTUNATO, GIACOMO J",,61,10,100,4,0.36717,0.383322,896.548872,0.000155,0,0.440984,807,0.034047
10691,MORBIUS/DR. MICHAEL,,155,10,290,5,0.388139,0.410087,143107.554997,0.000677,0,0.076917,918,0.095962
10692,"LEEDS, BETTY BRANT",,405,10,1571,4,0.463935,0.487443,142256.895707,0.000962,0,0.130962,10714,0.253119
10693,KINGPIN/WILSON FISK,,437,10,1247,4,0.4686,0.491977,232650.866384,0.001052,0,0.125428,11949,0.292434
10694,",""ROBERTSON, JOE",,28,10,184,5,0.420283,0.442673,12638.522086,0.000105,0,0,0,0.054643
10695,",""FORTUNATO, GIACOMO J",,3,10,4,5,0.306327,0.321643,97.016527,0.000026,0,0,0,0.002492
