Id,Label,timeset,Degree,modularity_class,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,clustering,triangles,eigencentrality
10531,NIGHT THRASHER/DUANE,,159,5,522,2,0.57848,0.635666,130.345853,0.001759,0,0.535706,6729,0.377465
10532,SPIDER-MAN/PETER PAR,,511,4,4791,2,0.886536,0.936007,2817.252444,0.005247,0,0.290948,37912,0.937866
10533,JUSTICE II/VANCE AST,,220,5,847,2,0.615546,0.687713,295.021541,0.002348,0,0.482026,11612,0.495538
10534,TIGRA/GREER NELSON,,300,1,1275,2,0.672018,0.755973,517.962298,0.003091,0,0.447469,20069,0.657877
10535,WASP/JANET VAN DYNE,,352,1,2605,2,0.714634,0.800341,1019.9342,0.00365,0,0.339841,20994,0.695999
10536,GALACTUS/GALAN,,266,5,1123,2,0.646799,0.726962,480.546604,0.002812,0,0.451582,15916,0.567206
10537,MOCKINGBIRD/DR. BARB,,286,1,1105,2,0.6614,0.744027,463.065061,0.002953,0,0.453834,18496,0.636093
10538,SILVER SURFER/NORRIN,,336,5,1541,2,0.700957,0.786689,803.752738,0.003469,0,0.400462,22538,0.704038
10539,HAWK,,450,1,3938,2,0.811634,0.883959,1786.072128,0.004617,0,0.325147,32848,0.863819
10540,LORD CHAOS,,101,5,189,2,0.547152,0.586177,28.384286,0.001201,0,0.696634,3518,0.26322
10541,SCARLET WITCH/WANDA,,401,1,3010,2,0.760052,0.84215,1450.364446,0.004141,0,0.313579,25149,0.76856
10542,QUICKSILVER/PIETRO M,,438,1,2679,2,0.798365,0.87372,1833.099554,0.004498,0,0.326959,31291,0.845101
10550,UATU,,331,2,967,2,0.69679,0.782423,820.191916,0.003428,0,0.392273,21424,0.68675
10551,CAPTAIN AMERICA,,566,1,6945,2,0.966997,0.982935,3755.26004,0.005825,0,0.265355,42429,1
10552,THUNDERSTRIKE/ERIC K,,288,5,1263,2,0.662896,0.745734,579.685196,0.003016,0,0.425958,17604,0.610862
10553,WONDER MAN/SIMON WIL,,451,1,3130,2,0.81276,0.884812,1828.573486,0.004622,0,0.325203,33000,0.870203
10554,DEATHLOK III/MICHAEL,,103,5,153,2,0.548176,0.587884,41.69627,0.001223,0,0.639444,3359,0.256055
10556,WOLVERINE/LOGAN,,394,3,3383,2,0.753213,0.836177,1467.036874,0.004084,0,0.314966,24385,0.747478
10557,SHE-HULK/JENNIFER WA,,487,1,2904,2,0.855474,0.915529,2337.935071,0.004997,0,0.301941,35732,0.91098
10558,VISION,,400,1,2993,2,0.759067,0.841297,1455.797758,0.004133,0,0.311967,24895,0.764494
10559,PSYLOCKE/ELISABETH B,,327,3,2056,2,0.693491,0.77901,922.14417,0.003437,0,0.385171,20530,0.647825
10560,MARVEL GIRL/JEAN GRE,,401,3,3271,2,0.760052,0.84215,1553.161174,0.004164,0,0.335062,26872,0.765344
10561,STORM/ORORO MUNROE S,,460,3,4191,2,0.823034,0.892491,2061.487186,0.004722,0,0.318339,33607,0.874583
10562,ETERNITY/ADAM QADMON,,231,5,545,2,0.622742,0.697099,314.997137,0.002462,0,0.498137,13233,0.509668
10563,KISMET/J'RIDIA STARD,,110,1,233,2,0.551789,0.593857,39.127077,0.001282,0,0.675063,4047,0.292529
10565,MR. FANTASTIC/REED R,,513,2,4593,2,0.889226,0.937713,2764.790218,0.005268,0,0.289656,38040,0.940765
10566,ANGEL/WARREN KENNETH,,479,3,3241,2,0.845599,0.908703,2352.982195,0.004921,0,0.30516,34935,0.895965
10567,DEATH,,220,5,441,2,0.615546,0.687713,248.931742,0.002326,0,0.517435,12465,0.516373
10568,MASTER ORDER,,92,5,176,2,0.542593,0.578498,18.996735,0.001111,0,0.736025,3081,0.247963
10569,JUBILEE/JUBILATION L,,188,3,1055,2,0.595528,0.66041,219.197354,0.002065,0,0.481909,8471,0.397353
10570,THING/BENJAMIN J. GR,,516,2,5012,2,0.893293,0.940273,2733.881045,0.005298,0,0.286995,38133,0.944854
10571,INVISIBLE WOMAN/SUE,,401,2,3442,2,0.760052,0.84215,1470.4125,0.004143,0,0.312643,25074,0.765419
10572,INFINITY II,,85,5,115,2,0.539098,0.572526,14.669287,0.001048,0,0.787115,2810,0.232216
10573,PUNISHER II/FRANK CA,,158,4,435,2,0.577909,0.634812,147.826054,0.001758,0,0.504313,6255,0.367014
10575,BEAST/HENRY &HANK& P,,504,3,4305,2,0.877246,0.930034,2703.847728,0.005174,0,0.293233,37169,0.929007
10577,CYCLOPS/SCOTT SUMMER,,494,3,4349,2,0.864307,0.921502,2530.647347,0.005071,0,0.299365,36454,0.916745
10613,"HOGAN, VIRGINIA PEPP",,101,1,324,2,0.547152,0.586177,42.138643,0.001208,0,0.605347,3057,0.248898
10614,"HOGAN, HAROLD J. HAP",,95,1,318,2,0.544104,0.581058,32.633127,0.001145,0,0.635834,2839,0.243008
10616,BATROC/GEORGES BATRO,,92,1,158,2,0.542593,0.578498,44.695573,0.001139,0,0.50645,2120,0.188021
10617,"CARTER, SHARON",,111,1,388,2,0.552309,0.59471,49.777039,0.001296,0,0.600491,3666,0.27202
10619,KARNILLA [ASGARDIAN],,98,0,465,2,0.545624,0.583618,34.78185,0.001176,0,0.638754,3036,0.240649
10620,HEIMDALL [ASGARDIAN],,110,0,675,2,0.551789,0.593857,54.262231,0.001298,0,0.597832,3584,0.262915
10621,ENCHANTRESS/AMORA/HE,,192,0,844,2,0.597959,0.663823,198.29987,0.002078,0,0.509544,9343,0.432742
10622,LOKI [ASGARDIAN],,236,0,1143,2,0.626068,0.701365,375.818132,0.002516,0,0.447313,12404,0.512354
10623,NIGHTMARE/EDVARD HAB,,75,1,148,2,0.534184,0.563993,24.836556,0.000959,0,0.571532,1586,0.182795
10625,THOR/DR. DONALD BLAK,,472,0,5075,2,0.837143,0.90273,2183.918225,0.004852,0,0.31042,34505,0.882292
10628,SPIDER-WOMAN II/JULI,,225,1,873,2,0.618796,0.69198,311.486258,0.0024,0,0.498056,12551,0.504275
10632,"COOPER, DR. VALERIE",,277,3,851,2,0.654749,0.736348,673.483815,0.002939,0,0.410454,15690,0.564196
10637,RED GUARDIAN III/DR.,,105,1,226,2,0.549203,0.58959,45.159114,0.001245,0,0.612637,3345,0.257579
10638,DR. STRANGE/STEPHEN,,330,1,1658,2,0.695962,0.78157,897.011105,0.003431,0,0.355365,19291,0.662403
10640,HELLCAT/PATSY WALKER,,241,1,867,2,0.629431,0.705631,271.481721,0.00252,0,0.527213,15247,0.552537
10641,NIGHTHAWK II/KYLE RI,,142,1,585,2,0.568932,0.62116,77.425005,0.001587,0,0.614624,6153,0.354494
10642,DEVIL-SLAYER/ERIC SI,,131,1,233,2,0.56292,0.611775,23.685676,0.001452,0,0.819025,6974,0.353162
10643,"NORRISS, SISTER BARB",,240,1,1059,2,0.628755,0.704778,290.905515,0.002513,0,0.512796,14707,0.54638
10644,"BANNER, BETTY ROSS T",,180,1,835,2,0.590726,0.653584,130.361974,0.001935,0,0.575791,9276,0.440988
10645,"ROSS, GEN. THADDEUS",,112,1,545,2,0.55283,0.595563,48.921894,0.001305,0,0.616956,3835,0.282869
10647,MASTERMIND/JASON WYN,,91,3,253,2,0.542091,0.577645,41.549377,0.001123,0,0.5663,2319,0.21157
10654,GORGON [INHUMAN],,250,2,1008,2,0.635575,0.713311,314.600049,0.002606,0,0.505446,15732,0.569468
10655,LOCKJAW [INHUMAN],,224,2,772,2,0.618143,0.691126,220.514091,0.002346,0,0.546284,13644,0.531263
10656,CRYSTAL [INHUMAN],,369,1,1941,2,0.729763,0.814846,1116.796627,0.003804,0,0.373836,25382,0.749456
10657,BLACK BOLT/BLACKANTO,,248,2,992,2,0.634199,0.711604,301.851183,0.002585,0,0.510317,15630,0.567471
10658,TRITON,,242,2,881,2,0.630108,0.706485,304.654596,0.002535,0,0.509413,14855,0.550645
10659,KARNAK [INHUMAN],,239,2,933,2,0.628081,0.703925,281.357805,0.0025,0,0.515453,14660,0.548673
10664,WARLOCK II/ADAM WARL,,214,5,788,2,0.611691,0.682594,241.847214,0.002305,0,0.536922,12237,0.477471
10667,ABOMINATION/EMIL BLO,,114,1,192,2,0.553875,0.59727,51.346701,0.001324,0,0.625524,4029,0.287798
10668,RHINO,,174,4,320,2,0.587174,0.648464,162.681882,0.00191,0,0.500897,7539,0.390772
10677,"CORBEAU, DR. PETER",,117,3,230,2,0.55545,0.599829,65.988201,0.001365,0,0.596817,4050,0.289099
10678,JUGGERNAUT/CAIN MARK,,165,3,398,2,0.581927,0.640785,146.862497,0.001833,0,0.519734,7032,0.363921
10679,PROFESSOR X/CHARLES,,362,3,2684,2,0.723457,0.808874,1170.297944,0.003752,0,0.333344,21781,0.705347
10685,"PARKER, MAY",,144,4,1107,2,0.570039,0.622867,108.094128,0.001629,0,0.527486,5431,0.327861
10689,"ROBERTSON, JOE",,212,4,1211,2,0.610417,0.680887,293.077541,0.002284,0,0.461012,10311,0.465024
10692,"LEEDS, BETTY BRANT",,114,4,882,2,0.553875,0.59727,66.427767,0.001347,0,0.564353,3635,0.264591
10693,KINGPIN/WILSON FISK,,156,4,622,2,0.576772,0.633106,167.233304,0.001764,0,0.454591,5496,0.324403
10698,"WATSON-PARKER, MARY",,152,4,1338,2,0.57451,0.629693,152.545607,0.001716,0,0.461921,5301,0.322696
10701,MACHINE MAN/X-51,,196,1,415,2,0.60041,0.667235,134.043494,0.002075,0,0.614914,11751,0.481645
10702,JOCASTA,,152,1,426,2,0.57451,0.629693,64.834743,0.001655,0,0.691879,7940,0.390649
10704,ULTRON,,116,1,510,2,0.554924,0.598976,42.982986,0.001331,0,0.650525,4339,0.305462
10706,"JAMESON, J. JONAH",,303,4,1919,2,0.674338,0.758532,652.332211,0.003154,0,0.415011,18988,0.639266
10708,"URICH, BEN",,105,4,504,2,0.549203,0.58959,56.614306,0.001264,0,0.55348,3022,0.235961
10711,ICEMAN/ROBERT BOBBY,,344,3,2308,2,0.707729,0.793515,1113.732504,0.003592,0,0.33643,19848,0.668137
10712,"THOMPSON, EUGENE FLA",,94,4,820,2,0.543599,0.580205,37.004617,0.001154,0,0.613818,2683,0.223391
10727,GARGOYLE II/ISAAC CH,,189,1,573,2,0.596134,0.661263,130.601806,0.002018,0,0.619442,11005,0.456079
10736,"SOUTHERN, CANDY",,91,3,258,2,0.542091,0.577645,36.528045,0.00112,0,0.604151,2474,0.213452
10738,MOONDRAGON/HEATHER D,,337,1,1459,2,0.701796,0.787543,838.553999,0.003488,0,0.405716,22970,0.700714
10747,HUMAN TORCH/JOHNNY S,,500,2,4794,2,0.872024,0.926621,2472.49087,0.00513,0,0.295126,36817,0.926232
10748,BEYONDER,,166,3,355,2,0.582505,0.641638,165.906315,0.001835,0,0.511574,7006,0.373268
10749,DR. OCTOPUS/OTTO OCT,,111,4,548,2,0.552309,0.59471,43.630414,0.001301,0,0.635053,3877,0.269996
10752,MISTER HYDE/CALVIN Z,,127,0,228,2,0.560766,0.608362,79.755211,0.001464,0,0.545557,4365,0.284623
10754,COBRA/KLAUS VORHEES,,130,1,259,2,0.56238,0.610922,96.051038,0.001504,0,0.536076,4495,0.290252
10758,BLACK MAMBA/TANYA SE,,77,1,160,2,0.53516,0.5657,33.58291,0.000998,0,0.526999,1542,0.163973
10761,ANACONDA/BLANCHE SIT,,74,1,164,2,0.533698,0.56314,28.753731,0.000969,0,0.558682,1509,0.164295
10769,HAVOK/ALEX SUMMERS,,279,3,1491,2,0.656215,0.738055,649.588467,0.002941,0,0.384183,14899,0.569307
10771,DAZZLER II/ALLISON B,,240,3,798,2,0.628755,0.704778,339.449859,0.002519,0,0.498361,14293,0.542622
10772,LONGSHOT,,125,3,470,2,0.559694,0.606655,66.552489,0.001438,0,0.604516,4685,0.301224
10773,"SUMMERS, MADELYNE MA",,134,3,476,2,0.564547,0.614334,73.334996,0.001545,0,0.599147,5339,0.283121
10774,COLOSSUS II/PETER RA,,466,3,3797,2,0.830028,0.897611,2143.342098,0.004787,0,0.313369,33952,0.88047
10789,"SUMMERS, NATHAN CHRI",,232,3,1289,2,0.623404,0.697952,375.845381,0.002492,0,0.458651,12290,0.491808
10790,POLARIS/LORNA DANE,,298,3,1546,2,0.670481,0.754266,745.344138,0.003141,0,0.406458,17987,0.606133
10792,N'ASTIRH,,75,3,170,2,0.534184,0.563993,19.581565,0.000968,0,0.703423,1952,0.182241
10793,GATEWAY,,83,3,234,2,0.538108,0.570819,31.464507,0.001057,0,0.632677,2153,0.178446
10794,"TILBY, TRISH/PATRICI",,154,3,449,2,0.575639,0.631399,124.86068,0.001732,0,0.544436,6414,0.340571
10800,WOLFSBANE/RAHNE SINC,,309,3,1825,2,0.679027,0.763652,741.456045,0.003238,0,0.41094,19555,0.629103
10801,WARLOCK III,,190,3,879,2,0.596741,0.662116,190.473869,0.002069,0,0.520301,9342,0.415025
10802,SUNSPOT/ROBERTO DACO,,235,3,1442,2,0.6254,0.700512,416.097642,0.002538,0,0.432515,11892,0.466063
10803,MAGIK/ILLYANA RASPUT,,176,3,906,2,0.588353,0.650171,148.378846,0.001938,0,0.542857,8360,0.38642
10804,MAGNETO/MAGNUS/ERIC,,213,3,1142,2,0.611053,0.681741,325.327373,0.002311,0,0.42754,9653,0.435568
10805,CANNONBALL II/SAM GU,,270,3,2041,2,0.649667,0.730375,545.590564,0.00287,0,0.42046,15269,0.543825
10806,MIRAGE II/DANIELLE M,,189,3,1128,2,0.596134,0.661263,203.823701,0.002081,0,0.505854,8987,0.395156
10813,S'YM,,98,3,239,2,0.545624,0.583618,36.441587,0.001195,0,0.653061,3104,0.21026
10818,"CAGE, LUKE/CARL LUCA",,309,1,880,2,0.679027,0.763652,629.595997,0.003193,0,0.426554,20298,0.659743
10825,MOLECULE MAN/OWEN RE,,130,0,396,2,0.56238,0.610922,77.676393,0.001483,0,0.576744,4836,0.307962
10827,"JARVIS, EDWIN",,277,1,1386,2,0.654749,0.736348,579.481271,0.00292,0,0.377544,14432,0.561694
10828,GHOST RIDER II/JOHNN,,123,1,301,2,0.558627,0.604949,61.635798,0.001407,0,0.612688,4597,0.313698
10829,ANT-MAN/DR. HENRY J.,,439,1,3451,2,0.799454,0.874573,1911.07186,0.004538,0,0.313696,30159,0.827614
10832,"ARBOGAST, BAMBI",,91,1,224,2,0.542091,0.577645,35.612663,0.001113,0,0.600244,2458,0.227133
10835,"STANKOWICZ, FABIAN",,114,1,276,2,0.553875,0.59727,41.351902,0.00132,0,0.66232,4266,0.299022
10843,HERCULES [GREEK GOD],,468,1,2686,2,0.832386,0.899317,2091.037359,0.004802,0,0.313412,34249,0.887741
10844,BLACK WIDOW/NATASHA,,321,1,1376,2,0.688602,0.773891,781.435651,0.003331,0,0.365888,18792,0.655646
10845,MOON KNIGHT/MARC SPE,,255,1,673,2,0.63904,0.717577,320.863598,0.00265,0,0.516412,16724,0.589536
10846,DRAX/ARTHUR DOUGLAS,,213,5,857,2,0.611053,0.681741,219.534702,0.002285,0,0.554035,12509,0.486705
10849,SPIDER-MAN CLONE/BEN,,106,4,347,2,0.549719,0.590444,50.437354,0.001266,0,0.591375,3291,0.251563
10890,GEE/ALEX POWER,,127,2,507,2,0.560766,0.608362,82.626735,0.001463,0,0.529309,4235,0.285095
10891,TURBO II (A)/MICHIKO,,97,5,260,2,0.545116,0.582765,48.379187,0.001185,0,0.570662,2657,0.214422
10892,BLACK CAT/FELICIA HA,,148,4,434,2,0.572266,0.62628,90.685486,0.001647,0,0.633113,6887,0.365828
10898,SILVER SABLE,,89,4,172,2,0.54109,0.575939,43.737748,0.001108,0,0.553882,2169,0.203895
10900,SWORDSMAN/JACQUES DU,,106,1,366,2,0.549719,0.590444,27.186101,0.001233,0,0.726325,4042,0.292613
10901,SANDMAN/WILLIAM BAKE,,196,4,659,2,0.60041,0.667235,237.377617,0.002129,0,0.490999,9383,0.440798
10902,"PEREGRINE, LE/FRANCK",,124,1,160,2,0.55916,0.605802,15.90084,0.001381,0,0.851167,6491,0.342816
10906,VOLSTAGG,,145,0,1097,2,0.570594,0.62372,119.624722,0.00164,0,0.527203,5504,0.324868
10907,HOGUN [ASGARDIAN],,181,0,1151,2,0.591322,0.654437,154.593684,0.001959,0,0.554819,9038,0.42883
10908,FANDRAL [ASGARDIAN],,184,0,1158,2,0.593117,0.656997,159.743409,0.001987,0,0.552685,9305,0.436075
10909,VIZIER,,82,0,474,2,0.537615,0.569966,18.911546,0.001025,0,0.693767,2304,0.206271
10910,ODIN [ASGARDIAN],,198,0,1308,2,0.601643,0.668942,184.528062,0.002116,0,0.535456,10443,0.465078
10911,DOMINO III/BEATRICE/,,113,3,401,2,0.553352,0.596416,88.552601,0.001361,0,0.524494,3319,0.225065
10912,HYDROMAN/MORRIE BENC,,110,4,249,2,0.551789,0.593857,67.081484,0.001318,0,0.538282,3227,0.234144
10913,STILT-MAN/WILBUR DAY,,75,4,111,2,0.534184,0.563993,22.298163,0.000968,0,0.616937,1712,0.177386
10919,VULTURE/ADRIAN TOOME,,99,4,246,2,0.546132,0.584471,44.721593,0.001198,0,0.594723,2885,0.221422
10921,"OSBORN, HARRY",,88,4,582,2,0.54059,0.575085,24.654579,0.001087,0,0.659875,2526,0.220286
10936,"OSBORN, LIZ ALLAN",,93,4,527,2,0.543095,0.579352,32.054479,0.001142,0,0.631604,2702,0.221564
10939,GLADIATOR II,,128,3,291,2,0.561303,0.609215,64.047338,0.001461,0,0.633489,5149,0.322692
10940,"RICHARDS, FRANKLIN B",,348,2,1706,2,0.711165,0.796928,1015.999715,0.003612,0,0.368462,22247,0.704338
10942,ARISHEM [CELESTIAL],,94,1,161,2,0.543599,0.580205,25.576091,0.001135,0,0.694578,3036,0.247833
10943,ZIRAN,,96,5,170,2,0.54461,0.581911,25.165993,0.001152,0,0.693202,3161,0.249137
10944,GAMMENON [CELESTIAL],,82,1,125,2,0.537615,0.569966,23.026921,0.001026,0,0.669678,2224,0.213395
10945,ONE ABOVE ALL [CELES,,87,5,159,2,0.540092,0.574232,21.848077,0.001073,0,0.695536,2602,0.216821
10946,WONG,,193,1,614,2,0.59857,0.664676,220.714181,0.002082,0,0.491256,9102,0.44588
10947,CLEA,,106,1,462,2,0.549719,0.590444,32.234578,0.001236,0,0.693621,3860,0.283588
10953,DAREDEVIL/MATT MURDO,,397,4,1995,2,0.756129,0.838737,1274.469466,0.004074,0,0.359107,28228,0.793071
10963,"MASTERS, ALICIA REIS",,256,2,981,2,0.639738,0.71843,380.491802,0.002676,0,0.471201,15380,0.575003
10970,RINTRAH,,88,1,213,2,0.54059,0.575085,18.510277,0.001071,0,0.714995,2737,0.226248
10983,DR. DRUID/ANTHONY LU,,302,1,831,2,0.673563,0.757679,646.719271,0.003137,0,0.426745,19396,0.644368
10986,PIP/PRINCE GOFERN,,182,5,589,2,0.591919,0.65529,134.866543,0.00199,0,0.609799,10044,0.420478
10987,GAMORA,,175,5,578,2,0.587763,0.649317,125.652801,0.001932,0,0.618588,9418,0.400605
10993,DRACULA/VLAD TEPES,,83,1,117,2,0.538108,0.570819,20.295379,0.00102,0,0.695563,2367,0.224722
10994,DR. DOOM/VICTOR VON,,273,2,1065,2,0.651835,0.732935,575.834643,0.002887,0,0.382003,14183,0.55607
10998,HELA [ASGARDIAN],,170,0,473,2,0.58483,0.645051,128.289484,0.001844,0,0.581204,8349,0.413746
10999,FIRELORD/PYREUS KRIL,,134,5,340,2,0.564547,0.614334,77.58749,0.001513,0,0.596117,5312,0.329527
11008,THANOS,,238,5,869,2,0.627409,0.703072,351.880519,0.002541,0,0.494983,13960,0.520289
11012,MEPHISTO,,204,0,547,2,0.605372,0.674061,207.788235,0.002181,0,0.524631,10863,0.472424
11034,THINKER,,134,2,268,2,0.564547,0.614334,70.196978,0.001516,0,0.604646,5388,0.326354
11036,LIZARD/DR. CURTIS CO,,76,4,378,2,0.534672,0.564846,15.151595,0.000972,0,0.712632,2031,0.188173
11040,"JAMESON, MARLA MADIS",,80,4,264,2,0.53663,0.568259,29.591625,0.001021,0,0.57057,1803,0.177788
11043,PLANTMAN/SAM SMITHER,,103,1,176,2,0.548176,0.587884,39.136182,0.001222,0,0.625167,3284,0.258577
11048,PORCUPINE/ALEX GENTR,,96,1,142,2,0.54461,0.581911,28.358867,0.001158,0,0.680044,3101,0.236219
11082,PUPPET MASTER/PHILLI,,159,2,360,2,0.57848,0.635666,116.406359,0.001755,0,0.579731,7282,0.383365
11088,BANSHEE/SEAN CASSIDY,,207,3,1278,2,0.607254,0.676621,285.695645,0.002258,0,0.465175,9918,0.429337
11090,SUPER-ADAPTOID/ALESS,,75,1,107,2,0.534184,0.563993,20.515263,0.000963,0,0.653333,1813,0.193644
11091,LIVING MUMMY,,113,1,113,2,0.553352,0.596416,8.129498,0.00128,0,0.906606,5737,0.316024
11092,HUMAN TORCH ANDROID/,,162,1,509,2,0.580198,0.638225,120.905649,0.001778,0,0.553792,7222,0.39369
11099,WHIZZER/ROBERT L. FR,,135,1,254,2,0.565092,0.615188,31.204434,0.001489,0,0.776009,7019,0.359567
11100,RED SKULL/JOHANN SCH,,114,1,392,2,0.553875,0.59727,44.035951,0.001322,0,0.63515,4091,0.293492
11101,BARON STRUCKER/WOLFG,,77,1,167,2,0.53516,0.5657,24.278405,0.000976,0,0.611415,1789,0.203055
11128,MOLE MAN/HARVEY RUPE,,199,2,414,2,0.602261,0.669795,212.208283,0.002139,0,0.544947,10736,0.463901
11129,MAKKARI/MIKE KHARY/I,,132,1,382,2,0.563462,0.612628,73.279128,0.001503,0,0.604788,5229,0.324257
11136,CLOAK/TYRONE JOHNSON,,152,4,396,2,0.57451,0.629693,114.601972,0.001688,0,0.553764,6355,0.362947
11138,DAGGER/TANDY BOWEN,,144,4,394,2,0.570039,0.622867,108.504213,0.001617,0,0.542735,5588,0.341938
11140,STARFOX/EROS,,265,1,1038,2,0.646086,0.726109,435.495122,0.002775,0,0.449657,15729,0.58036
11143,MANDARIN,,127,1,283,2,0.560766,0.608362,62.982802,0.001444,0,0.608424,4868,0.314817
11149,SIF,,175,0,1096,2,0.587763,0.649317,132.735443,0.001901,0,0.576486,8777,0.41737
11155,"KINCAID, DR. JANE FO",,118,0,477,2,0.555977,0.600683,70.245011,0.001376,0,0.568304,3923,0.280862
11165,"FURY, COL. NICHOLAS",,267,1,1086,2,0.647514,0.727816,493.774526,0.002802,0,0.412661,14654,0.569509
11190,MASTER MOLD II,,114,3,274,2,0.553875,0.59727,47.001167,0.001343,0,0.631113,4065,0.259441
11194,"BRIDGE, GEORGE WASHI",,103,1,235,2,0.548176,0.587884,60.108549,0.001239,0,0.550162,2890,0.235608
11205,"KINCAID, DR. KEITH",,90,0,177,2,0.54159,0.576792,33.389581,0.001102,0,0.614232,2460,0.220782
11210,KLAW/ULYSSES KLAW,,162,2,430,2,0.580198,0.638225,131.271689,0.00179,0,0.540603,7050,0.3782
11211,LYJA LAZERFIST [SKRU,,166,2,587,2,0.582505,0.641638,132.295866,0.001819,0,0.556334,7619,0.400882
11216,ANT-MAN II/SCOTT HAR,,238,2,661,2,0.627409,0.703072,309.0538,0.002505,0,0.500479,14115,0.539885
11217,KRISTOFF/KRISTOFF VE,,89,2,248,2,0.54109,0.575939,23.199723,0.001082,0,0.671859,2631,0.233748
11225,KRAVEN THE HUNTER/SE,,92,4,162,2,0.542593,0.578498,26.273643,0.001115,0,0.657668,2753,0.235878
11241,"SITWELL, JASPER",,107,1,289,2,0.550235,0.591297,41.951527,0.001256,0,0.620525,3519,0.269732
11251,KA-ZAR/KEVIN PLUNDER,,212,4,534,2,0.610417,0.680887,226.114579,0.002242,0,0.537289,12017,0.49668
11254,ZABU,,138,4,387,2,0.566731,0.617747,95.514074,0.001557,0,0.558235,5277,0.335127
11257,SHANNA/SHANNA O'HARA,,184,4,359,2,0.593117,0.656997,141.078965,0.001967,0,0.594025,10001,0.44835
11262,DAYTRIPPER/AMANDA SE,,120,3,366,2,0.557034,0.602389,79.395279,0.001419,0,0.552101,3942,0.240116
11263,NIGHTCRAWLER/KURT WA,,370,3,2865,2,0.730673,0.8157,1140.41283,0.003821,0,0.36978,25243,0.740578
11269,GAMBIT/REMY LEBEAU,,215,3,1165,2,0.61233,0.683447,310.884755,0.002321,0,0.459248,10565,0.460894
11271,FORGE,,274,3,1008,2,0.652561,0.733788,557.005528,0.002899,0,0.431593,16142,0.566898
11279,BISHOP /,,163,3,834,2,0.580773,0.639078,126.917247,0.001806,0,0.564417,7452,0.380623
11289,QUASAR III/WENDELL V,,385,1,1790,2,0.7446,0.828498,1175.276482,0.003961,0,0.368209,27218,0.776468
11292,"BALLANTINE, KAYLA",,115,1,235,2,0.554399,0.598123,60.173574,0.001344,0,0.590236,3869,0.282471
11312,WHIZZER II/STANLEY S,,92,1,232,2,0.542593,0.578498,32.410283,0.00113,0,0.663641,2778,0.231959
11313,ARCANNA/ARCANNA JONE,,74,1,162,2,0.533698,0.56314,21.423538,0.000964,0,0.659756,1782,0.176268
11314,KRONOS,,73,5,137,2,0.533212,0.562287,14.619477,0.000952,0,0.728311,1914,0.171437
